file_path,label,score,prediction
/bench press/bench press_14.mp4,1,0,"[{'score': 0.9765294790267944, 'label': 'barbell biceps curl'}, {'score': 0.01920429989695549, 'label': 'chest fly machine'}, {'score': 0.0013099367497488856, 'label': 'deadlift'}, {'score': 0.0004720555152744055, 'label': 'plank'}, {'score': 0.0004063181986566633, 'label': 'decline bench press'}]"
/bench press/bench press_8.mp4,1,0.0014708259841427207,"[{'score': 0.9928066730499268, 'label': 'hip thrust'}, {'score': 0.0016835801070556045, 'label': 'incline bench press'}, {'score': 0.0014708259841427207, 'label': 'bench press'}, {'score': 0.0013844659551978111, 'label': 'decline bench press'}, {'score': 0.0006824676529504359, 'label': 'chest fly machine'}]"
/bench press/bench press_3.mp4,1,0.005172315984964371,"[{'score': 0.9450571537017822, 'label': 'incline bench press'}, {'score': 0.02232770435512066, 'label': 'barbell biceps curl'}, {'score': 0.008780869655311108, 'label': 'deadlift'}, {'score': 0.005172315984964371, 'label': 'bench press'}, {'score': 0.003118304768577218, 'label': 'decline bench press'}]"
/pull Up/pull up_9.mp4,13,0,"[{'score': 0.869512677192688, 'label': 'tricep Pushdown'}, {'score': 0.10933949053287506, 'label': 'leg raises'}, {'score': 0.005006515886634588, 'label': 'shoulder press'}, {'score': 0.0025688824243843555, 'label': 'leg extension'}, {'score': 0.0025255114305764437, 'label': 'romanian deadlift'}]"
/pull Up/pull up_1.mp4,13,0.999515175819397,"[{'score': 0.999515175819397, 'label': 'pull Up'}, {'score': 9.994015999836847e-05, 'label': 'leg raises'}, {'score': 3.3774467738112435e-05, 'label': 'hammer curl'}, {'score': 3.173374352627434e-05, 'label': 'barbell biceps curl'}, {'score': 2.452429907862097e-05, 'label': 't bar row'}]"
/pull Up/pull up_3.mp4,13,0.7647218704223633,"[{'score': 0.7647218704223633, 'label': 'pull Up'}, {'score': 0.2223689705133438, 'label': 'leg raises'}, {'score': 0.005476878955960274, 'label': 'deadlift'}, {'score': 0.0011720802867785096, 'label': 'barbell biceps curl'}, {'score': 0.0006829294143244624, 'label': 'hammer curl'}]"
/pull Up/4.mp4,13,0.6031478643417358,"[{'score': 0.6031478643417358, 'label': 'pull Up'}, {'score': 0.37540969252586365, 'label': 'deadlift'}, {'score': 0.007822276093065739, 'label': 'barbell biceps curl'}, {'score': 0.0019013300770893693, 'label': 'russian twist'}, {'score': 0.0011404601391404867, 'label': 'push-up'}]"
/pull Up/pull up_0.mp4,13,0.0002248599921585992,"[{'score': 0.9977037310600281, 'label': 'lat pulldown'}, {'score': 0.0005719086620956659, 'label': 'tricep Pushdown'}, {'score': 0.0002943913568742573, 'label': 'shoulder press'}, {'score': 0.0002248599921585992, 'label': 'pull Up'}, {'score': 0.00016688945470377803, 'label': 'decline bench press'}]"
/pull Up/pull up_6.mp4,13,0.134347602725029,"[{'score': 0.8045212030410767, 'label': 'leg raises'}, {'score': 0.134347602725029, 'label': 'pull Up'}, {'score': 0.016732772812247276, 'label': 'tricep dips'}, {'score': 0.008757276460528374, 'label': 'shoulder press'}, {'score': 0.008160153403878212, 'label': 'barbell biceps curl'}]"
/pull Up/2.mp4,13,0,"[{'score': 0.841854453086853, 'label': 'barbell biceps curl'}, {'score': 0.10026117414236069, 'label': 'tricep dips'}, {'score': 0.04097216576337814, 'label': 'deadlift'}, {'score': 0.0033765919506549835, 'label': 'chest fly machine'}, {'score': 0.001599950366653502, 'label': 'tricep Pushdown'}]"
/pull Up/1.mp4,13,0.00030977799906395376,"[{'score': 0.9950181245803833, 'label': 'leg raises'}, {'score': 0.001181017723865807, 'label': 'barbell biceps curl'}, {'score': 0.0011439025402069092, 'label': 'romanian deadlift'}, {'score': 0.0004941140068694949, 'label': 'lat pulldown'}, {'score': 0.00030977799906395376, 'label': 'pull Up'}]"
/pull Up/pull up_2.mp4,13,0.997960090637207,"[{'score': 0.997960090637207, 'label': 'pull Up'}, {'score': 0.0013263513101264834, 'label': 'leg raises'}, {'score': 6.858636334072798e-05, 'label': 'decline bench press'}, {'score': 6.248975842026994e-05, 'label': 'barbell biceps curl'}, {'score': 5.518037505680695e-05, 'label': 'russian twist'}]"
/pull Up/pull up_4.mp4,13,0.07907867431640625,"[{'score': 0.9135201573371887, 'label': 'leg raises'}, {'score': 0.07907867431640625, 'label': 'pull Up'}, {'score': 0.002148351399227977, 'label': 'deadlift'}, {'score': 0.001128023024648428, 'label': 'shoulder press'}, {'score': 0.000716766226105392, 'label': 'barbell biceps curl'}]"
/pull Up/pull up_5.mp4,13,0.8045597076416016,"[{'score': 0.8045597076416016, 'label': 'pull Up'}, {'score': 0.18539723753929138, 'label': 'leg raises'}, {'score': 0.004542498849332333, 'label': 'barbell biceps curl'}, {'score': 0.000606910209171474, 'label': 'romanian deadlift'}, {'score': 0.00045146342017687857, 'label': 'chest fly machine'}]"
/pull Up/pull up_8.mp4,13,0,"[{'score': 0.47579070925712585, 'label': 'leg raises'}, {'score': 0.4738130569458008, 'label': 'deadlift'}, {'score': 0.019479908049106598, 'label': 'shoulder press'}, {'score': 0.0058570182882249355, 'label': 'squat'}, {'score': 0.005682243965566158, 'label': 'barbell biceps curl'}]"
/pull Up/pull up_7.mp4,13,0.7546971440315247,"[{'score': 0.7546971440315247, 'label': 'pull Up'}, {'score': 0.24037739634513855, 'label': 'leg raises'}, {'score': 0.0005238748271949589, 'label': 'shoulder press'}, {'score': 0.00044208051986061037, 'label': 'barbell biceps curl'}, {'score': 0.0004060017818119377, 'label': 'plank'}]"
/pull Up/3.mp4,13,0.9428998231887817,"[{'score': 0.9428998231887817, 'label': 'pull Up'}, {'score': 0.050541725009679794, 'label': 'leg raises'}, {'score': 0.0015918969875201583, 'label': 'barbell biceps curl'}, {'score': 0.0008296892046928406, 'label': 'lat pulldown'}, {'score': 0.0005233768024481833, 'label': 'plank'}]"
/tricep dips/tricep dips_3.mp4,21,0.017257127910852432,"[{'score': 0.8559269309043884, 'label': 'leg raises'}, {'score': 0.051502373069524765, 'label': 'shoulder press'}, {'score': 0.026485662907361984, 'label': 'chest fly machine'}, {'score': 0.017257127910852432, 'label': 'tricep dips'}, {'score': 0.015018739737570286, 'label': 'plank'}]"
/tricep dips/tricep dips_0.mp4,21,0.0023580037523061037,"[{'score': 0.9889471530914307, 'label': 'leg raises'}, {'score': 0.0027504058089107275, 'label': 'romanian deadlift'}, {'score': 0.0023580037523061037, 'label': 'tricep dips'}, {'score': 0.0008590199868194759, 'label': 'leg extension'}, {'score': 0.0008213582914322615, 'label': 't bar row'}]"
/tricep dips/tricep dips_4.mp4,21,0.9994378685951233,"[{'score': 0.9994378685951233, 'label': 'tricep dips'}, {'score': 5.580402284977026e-05, 'label': 'leg raises'}, {'score': 4.9277368816547096e-05, 'label': 'hammer curl'}, {'score': 4.092096060048789e-05, 'label': 'plank'}, {'score': 4.003788853879087e-05, 'label': 'chest fly machine'}]"
/tricep dips/tricep dips_5.mp4,21,0.9989438652992249,"[{'score': 0.9989438652992249, 'label': 'tricep dips'}, {'score': 0.00020036890055052936, 'label': 'plank'}, {'score': 0.00010214838403044268, 'label': 'leg raises'}, {'score': 9.061772288987413e-05, 'label': 'barbell biceps curl'}, {'score': 6.081523315515369e-05, 'label': 'pull Up'}]"
/tricep dips/tricep dips_7.mp4,21,0.016194697469472885,"[{'score': 0.9513537287712097, 'label': 'hammer curl'}, {'score': 0.016194697469472885, 'label': 'tricep dips'}, {'score': 0.007706956937909126, 'label': 'chest fly machine'}, {'score': 0.0071213627234101295, 'label': 'deadlift'}, {'score': 0.0022994496393948793, 'label': 'leg extension'}]"
/tricep dips/tricep dips_9.mp4,21,0.9978957176208496,"[{'score': 0.9978957176208496, 'label': 'tricep dips'}, {'score': 0.0002700937620829791, 'label': 'chest fly machine'}, {'score': 0.00024162839690688998, 'label': 'plank'}, {'score': 0.00018522281607147306, 'label': 'decline bench press'}, {'score': 0.00017659494187682867, 'label': 'pull Up'}]"
/leg extension/leg extension_1.mp4,10,0.9991400241851807,"[{'score': 0.9991400241851807, 'label': 'leg extension'}, {'score': 0.00010713728261180222, 'label': 'hip thrust'}, {'score': 0.00010142944665858522, 'label': 'shoulder press'}, {'score': 8.541859278921038e-05, 'label': 'incline bench press'}, {'score': 8.4487626736518e-05, 'label': 'romanian deadlift'}]"
/leg extension/leg extension_10.mp4,10,0.9990662932395935,"[{'score': 0.9990662932395935, 'label': 'leg extension'}, {'score': 0.00023523026902694255, 'label': 'deadlift'}, {'score': 8.438460645265877e-05, 'label': 'incline bench press'}, {'score': 6.685724656563252e-05, 'label': 'shoulder press'}, {'score': 5.9740941651398316e-05, 'label': 'squat'}]"
/leg extension/leg extension_5.mp4,10,0.999494194984436,"[{'score': 0.999494194984436, 'label': 'leg extension'}, {'score': 5.5218311899807304e-05, 'label': 'shoulder press'}, {'score': 5.434901322587393e-05, 'label': 'incline bench press'}, {'score': 5.2670689910883084e-05, 'label': 'tricep Pushdown'}, {'score': 3.325731086079031e-05, 'label': 'deadlift'}]"
/leg extension/leg extension_8.mp4,10,0.9994331002235413,"[{'score': 0.9994331002235413, 'label': 'leg extension'}, {'score': 6.007711272104643e-05, 'label': 'leg raises'}, {'score': 4.5125452743377537e-05, 'label': 'tricep dips'}, {'score': 4.2526033212197945e-05, 'label': 'tricep Pushdown'}, {'score': 4.0011094824876636e-05, 'label': 'incline bench press'}]"
/leg extension/leg extension_0.mp4,10,0.02743101306259632,"[{'score': 0.6348946690559387, 'label': 'deadlift'}, {'score': 0.19308330118656158, 'label': 'hip thrust'}, {'score': 0.0665585845708847, 'label': 'romanian deadlift'}, {'score': 0.02743101306259632, 'label': 'leg extension'}, {'score': 0.01777803711593151, 'label': 'lateral raise'}]"
/leg extension/2.mp4,10,0.027472641319036484,"[{'score': 0.95143723487854, 'label': 'tricep Pushdown'}, {'score': 0.027472641319036484, 'label': 'leg extension'}, {'score': 0.008576571010053158, 'label': 't bar row'}, {'score': 0.0030907427426427603, 'label': 'leg raises'}, {'score': 0.002602796768769622, 'label': 'lat pulldown'}]"
/leg extension/1.mp4,10,0.9259259104728699,"[{'score': 0.9259259104728699, 'label': 'leg extension'}, {'score': 0.030359094962477684, 'label': 'romanian deadlift'}, {'score': 0.009581007063388824, 'label': 'shoulder press'}, {'score': 0.008633858524262905, 'label': 'deadlift'}, {'score': 0.0077420128509402275, 'label': 'incline bench press'}]"
/leg extension/leg extension_7.mp4,10,0.9949835538864136,"[{'score': 0.9949835538864136, 'label': 'leg extension'}, {'score': 0.0014549200423061848, 'label': 'chest fly machine'}, {'score': 0.001064250827766955, 'label': 'hip thrust'}, {'score': 0.0003570344706531614, 'label': 'bench press'}, {'score': 0.0003438221465330571, 'label': 'shoulder press'}]"
/leg extension/leg extension_6.mp4,10,0,"[{'score': 0.955389142036438, 'label': 'push-up'}, {'score': 0.02494620718061924, 'label': 'tricep Pushdown'}, {'score': 0.0064459373243153095, 'label': 'deadlift'}, {'score': 0.0018127263756468892, 'label': 'russian twist'}, {'score': 0.0017141127027571201, 'label': 'hammer curl'}]"
/leg extension/leg extension_4.mp4,10,0.9987163543701172,"[{'score': 0.9987163543701172, 'label': 'leg extension'}, {'score': 0.00034061726182699203, 'label': 'shoulder press'}, {'score': 0.00022888350940775126, 'label': 'incline bench press'}, {'score': 7.042357174213976e-05, 'label': 'lat pulldown'}, {'score': 6.803272117394954e-05, 'label': 'tricep Pushdown'}]"
/leg extension/leg extension_3.mp4,10,0.9984951019287109,"[{'score': 0.9984951019287109, 'label': 'leg extension'}, {'score': 0.0002967134059872478, 'label': 'tricep Pushdown'}, {'score': 0.0001898580085253343, 'label': 't bar row'}, {'score': 0.00017648022912908345, 'label': 'shoulder press'}, {'score': 9.687995043350384e-05, 'label': 'incline bench press'}]"
/leg extension/leg extension_9.mp4,10,0.9939740300178528,"[{'score': 0.9939740300178528, 'label': 'leg extension'}, {'score': 0.004236042033880949, 'label': 'hip thrust'}, {'score': 0.000502926588524133, 'label': 'incline bench press'}, {'score': 0.0001656391832511872, 'label': 'tricep Pushdown'}, {'score': 0.0001382137561449781, 'label': 'chest fly machine'}]"
/leg extension/leg extension_2.mp4,10,0.9993487000465393,"[{'score': 0.9993487000465393, 'label': 'leg extension'}, {'score': 0.00011033596820198, 'label': 'tricep Pushdown'}, {'score': 8.400740625802428e-05, 'label': 'shoulder press'}, {'score': 3.897366696037352e-05, 'label': 'deadlift'}, {'score': 3.692360405693762e-05, 'label': 'incline bench press'}]"
/leg extension/3.mp4,10,0.9906717538833618,"[{'score': 0.9906717538833618, 'label': 'leg extension'}, {'score': 0.005979334469884634, 'label': 't bar row'}, {'score': 0.0003893868706654757, 'label': 'chest fly machine'}, {'score': 0.0003853147791232914, 'label': 'leg raises'}, {'score': 0.00035004268283955753, 'label': 'lat pulldown'}]"
/lat pulldown/lat pulldown_1.mp4,8,0.03497915714979172,"[{'score': 0.5996967554092407, 'label': 'shoulder press'}, {'score': 0.16110123693943024, 'label': 'leg raises'}, {'score': 0.08224625885486603, 'label': 'squat'}, {'score': 0.03497915714979172, 'label': 'lat pulldown'}, {'score': 0.032694246619939804, 'label': 'decline bench press'}]"
/lat pulldown/lat pulldown_5.mp4,8,0.40493646264076233,"[{'score': 0.567114531993866, 'label': 'shoulder press'}, {'score': 0.40493646264076233, 'label': 'lat pulldown'}, {'score': 0.01044518407434225, 'label': 'leg raises'}, {'score': 0.0044589233584702015, 'label': 'decline bench press'}, {'score': 0.0021173935383558273, 'label': 'pull Up'}]"
/lat pulldown/lat pulldown_4.mp4,8,0.9995050430297852,"[{'score': 0.9995050430297852, 'label': 'lat pulldown'}, {'score': 7.634998473804444e-05, 'label': 'barbell biceps curl'}, {'score': 5.791590592707507e-05, 'label': 'incline bench press'}, {'score': 5.6276549003086984e-05, 'label': 'shoulder press'}, {'score': 3.977913729613647e-05, 'label': 'lateral raise'}]"
/lat pulldown/lat pulldown_6.mp4,8,0.9992884397506714,"[{'score': 0.9992884397506714, 'label': 'lat pulldown'}, {'score': 0.00018166287918575108, 'label': 'squat'}, {'score': 0.00010178679804084823, 'label': 'barbell biceps curl'}, {'score': 9.485609189141542e-05, 'label': 'shoulder press'}, {'score': 5.045139550929889e-05, 'label': 'tricep Pushdown'}]"
/lat pulldown/lat pulldown_10.mp4,8,0,"[{'score': 0.39222270250320435, 'label': 'deadlift'}, {'score': 0.20087917149066925, 'label': 'plank'}, {'score': 0.17749351263046265, 'label': 'romanian deadlift'}, {'score': 0.06965305656194687, 'label': 'tricep dips'}, {'score': 0.03956953436136246, 'label': 'russian twist'}]"
/lat pulldown/lat pulldown_13.mp4,8,0.0053697931580245495,"[{'score': 0.9295773506164551, 'label': 'pull Up'}, {'score': 0.047434624284505844, 'label': 'leg raises'}, {'score': 0.0053697931580245495, 'label': 'lat pulldown'}, {'score': 0.00481692049652338, 'label': 'barbell biceps curl'}, {'score': 0.0025727138854563236, 'label': 'shoulder press'}]"
